ticker,exchange,assetType,priceCurrency,startDate,endDate
1,SHE,Stock,CNY,1/4/2007,6/10/2021
2,SHE,Stock,CNY,1/4/2007,6/10/2021
3,SHE,Stock,CNY,,
4,SHE,Stock,CNY,8/31/2007,6/10/2021
5,SHE,Stock,CNY,8/31/2007,6/10/2021
6,SHE,Stock,CNY,1/4/2007,6/10/2021
7,SHE,Stock,CNY,8/31/2007,6/10/2021
8,SHE,Stock,CNY,1/4/2007,6/10/2021
9,SHE,Stock,CNY,1/5/2007,6/10/2021
10,SHE,Stock,CNY,8/31/2007,6/10/2021
11,SHE,Stock,CNY,1/4/2007,6/10/2021
12,SHE,Stock,CNY,1/4/2007,6/10/2021
13,SHE,Stock,CNY,,
14,SHE,Stock,CNY,1/4/2007,6/10/2021
15,SHE,Stock,CNY,,
16,SHE,Stock,CNY,1/4/2007,6/8/2021
17,SHE,Stock,CNY,3/18/2010,6/10/2021
18,SHE,Stock,CNY,8/31/2007,1/6/2020
19,SHE,Stock,CNY,10/12/2007,6/10/2021
20,SHE,Stock,CNY,8/31/2007,6/10/2021
21,SHE,Stock,CNY,1/4/2007,6/10/2021
22,SHE,Stock,CNY,7/10/2018,12/20/2018
23,SHE,Stock,CNY,1/4/2007,6/10/2021
24,SHE,Stock,CNY,,
25,SHE,Stock,CNY,1/4/2007,6/10/2021
26,SHE,Stock,CNY,1/4/2007,6/10/2021
27,SHE,Stock,CNY,1/4/2007,6/10/2021
28,SHE,Stock,CNY,1/4/2007,6/8/2021
29,SHE,Stock,CNY,8/31/2007,6/10/2021
30,SHE,Stock,CNY,1/4/2007,6/8/2021
31,SHE,Stock,CNY,8/31/2007,6/10/2021
32,SHE,Stock,CNY,1/4/2007,6/10/2021
33,SHE,Stock,CNY,8/31/2007,7/6/2017
34,SHE,Stock,CNY,8/31/2007,6/10/2021
35,SHE,Stock,CNY,9/28/2007,6/10/2021
36,SHE,Stock,CNY,1/4/2007,6/10/2021
37,SHE,Stock,CNY,1/4/2007,6/10/2021
38,SHE,Stock,CNY,2/8/2013,6/10/2021
39,SHE,Stock,CNY,1/4/2007,6/10/2021
40,SHE,Stock,CNY,8/31/2007,6/10/2021
42,SHE,Stock,CNY,1/4/2007,6/10/2021
43,SHE,Stock,CNY,1/1/2018,12/13/2019
45,SHE,Stock,CNY,8/31/2007,6/10/2021
46,SHE,Stock,CNY,1/4/2007,6/10/2021
47,SHE,Stock,CNY,,
48,SHE,Stock,CNY,1/4/2007,6/10/2021
49,SHE,Stock,CNY,1/4/2007,6/10/2021
50,SHE,Stock,CNY,1/4/2007,6/10/2021
55,SHE,Stock,CNY,1/4/2007,6/8/2021
56,SHE,Stock,CNY,8/31/2007,6/10/2021
58,SHE,Stock,CNY,1/4/2007,6/10/2021
59,SHE,Stock,CNY,1/4/2007,6/10/2021
60,SHE,Stock,CNY,1/4/2007,6/10/2021
61,SHE,Stock,CNY,10/12/2007,6/10/2021
62,SHE,Stock,CNY,1/4/2007,6/10/2021
63,SHE,Stock,CNY,1/4/2007,6/8/2021
65,SHE,Stock,CNY,1/4/2007,6/10/2021
66,SHE,Stock,CNY,8/30/2007,6/10/2021
68,SHE,Stock,CNY,8/30/2007,6/8/2021
69,SHE,Stock,CNY,1/4/2007,6/10/2021
70,SHE,Stock,CNY,1/4/2007,6/10/2021
78,SHE,Stock,CNY,8/30/2007,6/10/2021
88,SHE,Stock,CNY,1/4/2007,6/10/2021
89,SHE,Stock,CNY,1/4/2007,6/10/2021
90,SHE,Stock,CNY,1/4/2007,6/10/2021
96,SHE,Stock,CNY,1/4/2007,6/10/2021
99,SHE,Stock,CNY,1/4/2007,6/10/2021
100,SHE,Stock,CNY,1/4/2007,6/10/2021
150,SHE,Stock,CNY,11/2/2007,6/10/2021
151,SHE,Stock,CNY,1/4/2007,6/10/2021
153,SHE,Stock,CNY,8/30/2007,6/10/2021
155,SHE,Stock,CNY,8/30/2007,6/10/2021
156,SHE,Stock,CNY,10/19/2012,6/10/2021
157,SHE,Stock,CNY,1/4/2007,6/10/2021
158,SHE,Stock,CNY,8/30/2007,6/10/2021
159,SHE,Stock,CNY,1/5/2007,6/8/2021
166,SHE,Stock,CNY,1/26/2015,6/10/2021
1753539,NYSE,Stock,USD,,
301,SHE,Stock,CNY,9/3/2007,6/8/2021
333,SHE,Stock,CNY,9/18/2013,6/10/2021
338,SHE,Stock,CNY,4/30/2007,6/10/2021
400,SHE,Stock,CNY,8/30/2007,6/8/2021
401,SHE,Stock,CNY,1/4/2007,6/10/2021
402,SHE,Stock,CNY,1/4/2007,6/10/2021
403,SHE,Stock,CNY,2/8/2013,6/10/2021
404,SHE,Stock,CNY,8/30/2007,6/10/2021
405,SHE,Stock,CNY,,
406,SHE,Stock,CNY,,
407,SHE,Stock,CNY,1/4/2007,6/10/2021
408,SHE,Stock,CNY,8/30/2007,6/10/2021
409,SHE,Stock,CNY,8/30/2007,6/10/2021
410,SHE,Stock,CNY,1/4/2007,6/8/2021
411,SHE,Stock,CNY,1/4/2007,6/8/2021
412,SHE,Stock,CNY,,
413,SHE,Stock,CNY,8/30/2007,6/10/2021
415,SHE,Stock,CNY,8/30/2007,6/10/2021
416,SHE,Stock,CNY,1/4/2007,6/10/2021
417,SHE,Stock,CNY,1/4/2007,6/10/2021
418,SHE,Stock,CNY,8/31/2007,5/7/2019
419,SHE,Stock,CNY,8/30/2007,6/10/2021
420,SHE,Stock,CNY,8/30/2007,6/10/2021
421,SHE,Stock,CNY,8/30/2007,6/10/2021
422,SHE,Stock,CNY,8/30/2007,6/9/2021
423,SHE,Stock,CNY,5/10/2007,6/10/2021
425,SHE,Stock,CNY,1/4/2007,6/10/2021
426,SHE,Stock,CNY,8/30/2007,6/10/2021
428,SHE,Stock,CNY,8/30/2007,6/10/2021
429,SHE,Stock,CNY,1/4/2007,6/10/2021
430,SHE,Stock,CNY,8/30/2007,6/10/2021
488,SHE,Stock,CNY,1/4/2007,6/10/2021
498,SHE,Stock,CNY,1/4/2007,6/10/2021
501,SHE,Stock,CNY,1/4/2007,6/10/2021
502,SHE,Stock,CNY,8/30/2007,6/10/2021
503,SHE,Stock,CNY,8/30/2007,6/10/2021
504,SHE,Stock,CNY,8/30/2007,6/10/2021
505,SHE,Stock,CNY,8/30/2007,6/10/2021
506,SHE,Stock,CNY,6/5/2009,6/8/2021
507,SHE,Stock,CNY,1/4/2007,6/8/2021
508,SHE,Stock,CNY,,
509,SHE,Stock,CNY,8/30/2007,6/10/2021
510,SHE,Stock,CNY,8/30/2007,6/10/2021
511,SHE,Stock,CNY,8/30/2007,7/17/2018
513,SHE,Stock,CNY,1/4/2007,6/10/2021
514,SHE,Stock,CNY,1/4/2007,6/10/2021
515,SHE,Stock,CNY,,
516,SHE,Stock,CNY,8/30/2007,6/8/2021
517,SHE,Stock,CNY,9/11/2009,6/10/2021
518,SHE,Stock,CNY,8/30/2007,6/8/2021
519,SHE,Stock,CNY,8/30/2007,6/10/2021
520,SHE,Stock,CNY,8/18/2015,6/10/2021
521,SHE,Stock,CNY,8/30/2007,6/10/2021
522,SHE,Stock,CNY,,
523,SHE,Stock,CNY,1/4/2007,6/10/2021
524,SHE,Stock,CNY,1/4/2007,6/10/2021
525,SHE,Stock,CNY,8/30/2007,6/10/2021
526,SHE,Stock,CNY,8/30/2007,6/10/2021
527,SHE,Stock,CNY,,
528,SHE,Stock,CNY,1/4/2007,6/8/2021
529,SHE,Stock,CNY,9/11/2009,6/10/2021
530,SHE,Stock,CNY,1/4/2007,6/10/2021
531,SHE,Stock,CNY,1/4/2007,6/10/2021
532,SHE,Stock,CNY,8/30/2007,6/10/2021
533,SHE,Stock,CNY,8/30/2007,6/10/2021
534,SHE,Stock,CNY,1/4/2007,6/10/2021
535,SHE,Stock,CNY,,
536,SHE,Stock,CNY,2/4/2009,6/10/2021
537,SHE,Stock,CNY,1/4/2007,6/10/2021
538,SHE,Stock,CNY,1/4/2007,6/10/2021
539,SHE,Stock,CNY,1/4/2007,6/10/2021
540,SHE,Stock,CNY,8/30/2007,6/10/2021
541,SHE,Stock,CNY,1/4/2007,6/10/2021
542,SHE,Stock,CNY,,
543,SHE,Stock,CNY,1/4/2007,6/10/2021
544,SHE,Stock,CNY,8/30/2007,6/10/2021
545,SHE,Stock,CNY,8/30/2007,6/10/2021
546,SHE,Stock,CNY,8/30/2007,6/10/2021
547,SHE,Stock,CNY,8/30/2007,6/10/2021
548,SHE,Stock,CNY,8/30/2007,6/10/2021
549,SHE,Stock,CNY,,
550,SHE,Stock,CNY,1/4/2007,6/10/2021
551,SHE,Stock,CNY,8/30/2007,6/10/2021
552,SHE,Stock,CNY,1/4/2007,6/10/2021
553,SHE,Stock,CNY,8/30/2007,6/10/2021
554,SHE,Stock,CNY,8/30/2007,6/10/2021
555,SHE,Stock,CNY,1/4/2007,6/10/2021
556,SHE,Stock,CNY,,
557,SHE,Stock,CNY,8/30/2007,6/10/2021
558,SHE,Stock,CNY,8/30/2007,6/10/2021
559,SHE,Stock,CNY,1/4/2007,6/8/2021
560,SHE,Stock,CNY,1/4/2007,6/10/2021
561,SHE,Stock,CNY,8/30/2007,6/10/2021
562,SHE,Stock,CNY,,
563,SHE,Stock,CNY,1/4/2007,6/10/2021
564,SHE,Stock,CNY,8/30/2007,6/8/2021
565,SHE,Stock,CNY,1/4/2007,6/10/2021
566,SHE,Stock,CNY,8/30/2007,6/10/2021
567,SHE,Stock,CNY,8/30/2007,6/8/2021
568,SHE,Stock,CNY,1/4/2007,6/10/2021
569,SHE,Stock,CNY,,
570,SHE,Stock,CNY,8/30/2007,6/10/2021
571,SHE,Stock,CNY,8/30/2007,6/10/2021
572,SHE,Stock,CNY,8/30/2007,6/10/2021
573,SHE,Stock,CNY,1/4/2007,6/10/2021
576,SHE,Stock,CNY,8/30/2007,6/10/2021
578,SHE,Stock,CNY,,
581,SHE,Stock,CNY,1/4/2007,6/10/2021
582,SHE,Stock,CNY,8/30/2007,6/10/2021
583,SHE,Stock,CNY,,
584,SHE,Stock,CNY,8/30/2007,6/10/2021
585,SHE,Stock,CNY,8/30/2007,6/10/2021
586,SHE,Stock,CNY,1/4/2007,6/9/2021
587,SHE,Stock,CNY,8/30/2007,6/10/2021
588,SHE,Stock,CNY,,
589,SHE,Stock,CNY,1/4/2007,6/10/2021
590,SHE,Stock,CNY,8/31/2007,6/10/2021
591,SHE,Stock,CNY,8/31/2007,6/10/2021
592,SHE,Stock,CNY,4/14/2008,6/10/2021
593,SHE,Stock,CNY,8/30/2007,6/10/2021
594,SHE,Stock,CNY,,
595,SHE,Stock,CNY,8/30/2007,6/10/2021
596,SHE,Stock,CNY,1/4/2007,6/10/2021
597,SHE,Stock,CNY,1/4/2007,6/10/2021
598,SHE,Stock,CNY,8/30/2007,6/10/2021
599,SHE,Stock,CNY,1/4/2007,6/10/2021
600,SHE,Stock,CNY,1/4/2007,6/10/2021
601,SHE,Stock,CNY,1/4/2007,6/10/2021
602,SHE,Stock,CNY,,
603,SHE,Stock,CNY,8/30/2007,6/10/2021
605,SHE,Stock,CNY,1/4/2007,6/10/2021
606,SHE,Stock,CNY,8/30/2007,6/10/2021
607,SHE,Stock,CNY,8/30/2007,6/10/2021
608,SHE,Stock,CNY,8/30/2007,6/10/2021
609,SHE,Stock,CNY,8/30/2007,6/10/2021
610,SHE,Stock,CNY,8/30/2007,6/10/2021
611,SHE,Stock,CNY,8/30/2007,6/10/2021
612,SHE,Stock,CNY,1/4/2007,6/10/2021
613,SHE,Stock,CNY,8/30/2007,6/10/2021
615,SHE,Stock,CNY,8/30/2007,6/10/2021
616,SHE,Stock,CNY,8/30/2007,6/10/2021
617,SHE,Stock,CNY,8/30/2007,6/10/2021
618,SHE,Stock,CNY,,
619,SHE,Stock,CNY,1/4/2007,6/10/2021
620,SHE,Stock,CNY,7/8/2011,6/10/2021
621,SHE,Stock,CNY,,
622,SHE,Stock,CNY,2/8/2013,6/10/2021
623,SHE,Stock,CNY,1/4/2007,6/10/2021
625,SHE,Stock,CNY,8/30/2007,6/10/2021
626,SHE,Stock,CNY,8/30/2007,6/10/2021
627,SHE,Stock,CNY,1/4/2007,6/10/2021
628,SHE,Stock,CNY,8/30/2007,6/10/2021
629,SHE,Stock,CNY,11/5/2007,6/10/2021
630,SHE,Stock,CNY,1/4/2007,6/10/2021
631,SHE,Stock,CNY,6/8/2009,6/8/2021
632,SHE,Stock,CNY,8/30/2007,6/8/2021
633,SHE,Stock,CNY,8/30/2007,6/10/2021
635,SHE,Stock,CNY,1/4/2007,6/10/2021
636,SHE,Stock,CNY,8/30/2007,6/10/2021
637,SHE,Stock,CNY,1/29/2007,6/10/2021
638,SHE,Stock,CNY,6/5/2009,6/9/2021
639,SHE,Stock,CNY,8/30/2007,6/10/2021
650,SHE,Stock,CNY,3/29/2007,6/10/2021
651,SHE,Stock,CNY,1/4/2007,6/10/2021
652,SHE,Stock,CNY,1/4/2007,6/10/2021
653,SHE,Stock,CNY,,
655,SHE,Stock,CNY,9/11/2007,6/10/2021
656,SHE,Stock,CNY,1/4/2007,6/10/2021
657,SHE,Stock,CNY,8/30/2007,6/10/2021
658,SHE,Stock,CNY,,
659,SHE,Stock,CNY,8/30/2007,6/10/2021
660,SHE,Stock,CNY,,
661,SHE,Stock,CNY,1/19/2007,6/10/2021
662,SHE,Stock,CNY,8/30/2007,4/9/2021
663,SHE,Stock,CNY,8/30/2007,6/10/2021
665,SHE,Stock,CNY,1/4/2007,6/10/2021
666,SHE,Stock,CNY,1/4/2007,6/10/2021
667,SHE,Stock,CNY,8/30/2007,6/10/2021
668,SHE,Stock,CNY,1/22/2007,6/10/2021
669,SHE,Stock,CNY,8/30/2007,6/10/2021
670,SHE,Stock,CNY,2/8/2013,3/19/2020
671,SHE,Stock,CNY,1/4/2007,6/10/2021
672,SHE,Stock,CNY,1/4/2007,6/10/2021
673,SHE,Stock,CNY,8/30/2007,6/10/2021
675,SHE,Stock,CNY,,
676,SHE,Stock,CNY,8/30/2007,6/10/2021
677,SHE,Stock,CNY,8/30/2007,6/10/2021
678,SHE,Stock,CNY,8/30/2007,6/10/2021
679,SHE,Stock,CNY,8/30/2007,6/10/2021
680,SHE,Stock,CNY,8/30/2007,6/10/2021
681,SHE,Stock,CNY,1/4/2007,6/10/2021
682,SHE,Stock,CNY,1/4/2007,6/10/2021
683,SHE,Stock,CNY,8/30/2007,6/8/2021
685,SHE,Stock,CNY,1/4/2007,6/10/2021
686,SHE,Stock,CNY,1/9/2007,6/10/2021
687,SHE,Stock,CNY,8/30/2007,6/10/2021
688,SHE,Stock,CNY,4/26/2013,6/10/2021
689,SHE,Stock,CNY,,
690,SHE,Stock,CNY,1/4/2007,6/8/2021
691,SHE,Stock,CNY,8/30/2007,6/8/2021
692,SHE,Stock,CNY,8/30/2007,6/10/2021
693,SHE,Stock,CNY,1/10/2014,7/8/2019
695,SHE,Stock,CNY,8/30/2007,6/10/2021
697,SHE,Stock,CNY,8/30/2007,6/10/2021
698,SHE,Stock,CNY,8/30/2007,6/10/2021
699,SHE,Stock,CNY,,
700,SHE,Stock,CNY,1/4/2007,6/10/2021
701,SHE,Stock,CNY,8/30/2007,6/10/2021
702,SHE,Stock,CNY,8/30/2007,6/10/2021
703,SHE,Stock,CNY,1/4/2007,6/10/2021
705,SHE,Stock,CNY,1/4/2007,6/8/2021
707,SHE,Stock,CNY,8/30/2007,6/10/2021
708,SHE,Stock,CNY,8/30/2007,6/10/2021
709,SHE,Stock,CNY,8/30/2007,6/10/2021
710,SHE,Stock,CNY,2/12/2007,6/10/2021
711,SHE,Stock,CNY,8/30/2007,6/10/2021
712,SHE,Stock,CNY,8/30/2007,6/10/2021
713,SHE,Stock,CNY,1/4/2007,6/10/2021
715,SHE,Stock,CNY,1/4/2007,6/10/2021
716,SHE,Stock,CNY,1/4/2007,6/10/2021
717,SHE,Stock,CNY,1/4/2007,6/10/2021
718,SHE,Stock,CNY,1/4/2007,6/10/2021
719,SHE,Stock,CNY,1/11/2007,6/10/2021
720,SHE,Stock,CNY,8/30/2007,6/9/2021
721,SHE,Stock,CNY,8/30/2007,6/10/2021
722,SHE,Stock,CNY,1/5/2007,6/10/2021
723,SHE,Stock,CNY,9/5/2007,6/10/2021
725,SHE,Stock,CNY,1/4/2007,6/10/2021
726,SHE,Stock,CNY,1/4/2007,6/10/2021
727,SHE,Stock,CNY,8/30/2007,6/10/2021
728,SHE,Stock,CNY,3/19/2007,6/8/2021
729,SHE,Stock,CNY,1/4/2007,6/10/2021
730,SHE,Stock,CNY,,
731,SHE,Stock,CNY,7/25/2006,6/10/2021
732,SHE,Stock,CNY,9/30/2010,6/10/2021
733,SHE,Stock,CNY,1/4/2007,6/10/2021
735,SHE,Stock,CNY,1/4/2007,6/10/2021
736,SHE,Stock,CNY,10/15/2007,6/10/2021
737,SHE,Stock,CNY,8/30/2007,6/10/2021
738,SHE,Stock,CNY,8/30/2007,6/8/2021
739,SHE,Stock,CNY,1/4/2007,6/10/2021
748,SHE,Stock,CNY,,
750,SHE,Stock,CNY,1/19/2009,6/10/2021
751,SHE,Stock,CNY,11/8/2007,6/10/2021
752,SHE,Stock,CNY,8/30/2007,6/10/2021
753,SHE,Stock,CNY,8/30/2007,6/10/2021
755,SHE,Stock,CNY,8/30/2007,6/10/2021
756,SHE,Stock,CNY,7/1/2002,6/10/2021
757,SHE,Stock,CNY,2/8/2013,6/10/2021
758,SHE,Stock,CNY,8/30/2007,6/10/2021
759,SHE,Stock,CNY,1/4/2007,6/10/2021
760,SHE,Stock,CNY,8/30/2007,6/3/2020
761,SHE,Stock,CNY,8/30/2007,6/10/2021
762,SHE,Stock,CNY,8/30/2007,6/10/2021
763,SHE,Stock,CNY,,
765,SHE,Stock,CNY,,
766,SHE,Stock,CNY,8/30/2007,6/10/2021
767,SHE,Stock,CNY,8/30/2007,6/10/2021
768,SHE,Stock,CNY,1/4/2007,6/10/2021
769,SHE,Stock,CNY,,
776,SHE,Stock,CNY,2/12/2010,6/10/2021
777,SHE,Stock,CNY,1/4/2007,6/8/2021
778,SHE,Stock,CNY,1/4/2007,6/10/2021
779,SHE,Stock,CNY,8/30/2007,6/8/2021
780,SHE,Stock,CNY,8/30/2007,6/10/2021
782,SHE,Stock,CNY,1/4/2007,6/10/2021
783,SHE,Stock,CNY,4/3/2001,6/10/2021
785,SHE,Stock,CNY,1/4/2007,6/10/2021
786,SHE,Stock,CNY,1/4/2007,6/10/2021
787,SHE,Stock,CNY,,
788,SHE,Stock,CNY,8/30/2007,6/10/2021
789,SHE,Stock,CNY,1/4/2007,6/10/2021
790,SHE,Stock,CNY,8/30/2007,6/10/2021
791,SHE,Stock,CNY,1/4/2007,6/10/2021
792,SHE,Stock,CNY,1/4/2007,4/29/2020
793,SHE,Stock,CNY,8/30/2007,6/10/2021
795,SHE,Stock,CNY,8/30/2007,6/10/2021
796,SHE,Stock,CNY,8/30/2007,6/10/2021
797,SHE,Stock,CNY,1/4/2007,6/8/2021
798,SHE,Stock,CNY,8/30/2007,6/10/2021
799,SHE,Stock,CNY,2/16/2007,6/10/2021
800,SHE,Stock,CNY,8/30/2007,6/10/2021
801,SHE,Stock,CNY,8/30/2007,6/8/2021
802,SHE,Stock,CNY,8/30/2007,6/10/2021
803,SHE,Stock,CNY,8/30/2007,6/10/2021
805,SHE,Stock,CNY,,
806,SHE,Stock,CNY,8/30/2007,6/10/2021
807,SHE,Stock,CNY,8/30/2007,6/10/2021
809,SHE,Stock,CNY,9/3/2007,6/9/2021
810,SHE,Stock,CNY,1/4/2007,6/10/2021
811,SHE,Stock,CNY,8/30/2007,6/10/2021
812,SHE,Stock,CNY,1/4/2007,6/10/2021
813,SHE,Stock,CNY,8/30/2007,6/10/2021
815,SHE,Stock,CNY,8/30/2007,6/10/2021
816,SHE,Stock,CNY,8/30/2007,6/10/2021
817,SHE,Stock,CNY,,
818,SHE,Stock,CNY,8/30/2007,6/10/2021
819,SHE,Stock,CNY,2/12/2007,6/10/2021
820,SHE,Stock,CNY,8/30/2007,6/10/2021
821,SHE,Stock,CNY,8/30/2007,6/10/2021
822,SHE,Stock,CNY,1/4/2007,6/10/2021
823,SHE,Stock,CNY,1/4/2007,6/10/2021
825,SHE,Stock,CNY,1/4/2007,6/10/2021
826,SHE,Stock,CNY,8/30/2007,6/10/2021
827,SHE,Stock,CNY,,
828,SHE,Stock,CNY,1/4/2007,6/10/2021
829,SHE,Stock,CNY,1/4/2007,6/10/2021
830,SHE,Stock,CNY,1/4/2007,6/8/2021
831,SHE,Stock,CNY,1/4/2007,6/8/2021
832,SHE,Stock,CNY,,
833,SHE,Stock,CNY,8/30/2007,6/9/2021
835,SHE,Stock,CNY,8/30/2007,6/8/2021
836,SHE,Stock,CNY,8/30/2007,6/10/2021
837,SHE,Stock,CNY,8/30/2007,6/10/2021
838,SHE,Stock,CNY,10/22/2007,6/10/2021
839,SHE,Stock,CNY,8/30/2007,6/10/2021
848,SHE,Stock,CNY,1/4/2007,6/10/2021
850,SHE,Stock,CNY,1/4/2007,6/10/2021
851,SHE,Stock,CNY,1/4/2007,6/10/2021
852,SHE,Stock,CNY,8/30/2007,6/10/2021
856,SHE,Stock,CNY,8/30/2007,6/10/2021
858,SHE,Stock,CNY,1/4/2007,6/10/2021
859,SHE,Stock,CNY,1/4/2007,6/10/2021
860,SHE,Stock,CNY,1/4/2007,6/10/2021
861,SHE,Stock,CNY,1/4/2007,6/10/2021
862,SHE,Stock,CNY,8/30/2007,6/10/2021
863,SHE,Stock,CNY,8/3/2012,6/8/2021
866,SHE,Stock,CNY,,
868,SHE,Stock,CNY,8/30/2007,6/10/2021
869,SHE,Stock,CNY,1/4/2007,6/10/2021
875,SHE,Stock,CNY,8/30/2007,6/10/2021
876,SHE,Stock,CNY,1/4/2007,6/10/2021
877,SHE,Stock,CNY,1/4/2007,6/10/2021
878,SHE,Stock,CNY,8/30/2007,6/10/2021
880,SHE,Stock,CNY,5/8/2007,6/10/2021
881,SHE,Stock,CNY,8/30/2007,6/10/2021
882,SHE,Stock,CNY,1/4/2007,6/8/2021
883,SHE,Stock,CNY,1/4/2007,6/10/2021
885,SHE,Stock,CNY,8/30/2007,6/10/2021
886,SHE,Stock,CNY,1/4/2007,6/10/2021
887,SHE,Stock,CNY,1/5/2007,6/10/2021
888,SHE,Stock,CNY,1/4/2007,6/10/2021
889,SHE,Stock,CNY,8/30/2007,6/10/2021
890,SHE,Stock,CNY,8/30/2007,6/10/2021
892,SHE,Stock,CNY,4/24/2008,6/10/2021
893,SHE,Stock,CNY,8/30/2007,6/10/2021
895,SHE,Stock,CNY,6/29/2007,6/10/2021
897,SHE,Stock,CNY,8/30/2007,6/10/2021
898,SHE,Stock,CNY,1/4/2007,6/10/2021
899,SHE,Stock,CNY,1/4/2007,6/10/2021
900,SHE,Stock,CNY,1/4/2007,6/10/2021
901,SHE,Stock,CNY,1/4/2007,6/10/2021
902,SHE,Stock,CNY,8/30/2007,6/10/2021
903,SHE,Stock,CNY,1/4/2007,6/10/2021
905,SHE,Stock,CNY,1/4/2007,6/10/2021
906,SHE,Stock,CNY,8/30/2007,6/10/2021
908,SHE,Stock,CNY,6/11/2008,6/10/2021
909,SHE,Stock,CNY,8/30/2007,6/10/2021
910,SHE,Stock,CNY,8/30/2007,6/10/2021
911,SHE,Stock,CNY,8/30/2007,6/10/2021
912,SHE,Stock,CNY,8/30/2007,6/10/2021
913,SHE,Stock,CNY,1/4/2007,6/8/2021
915,SHE,Stock,CNY,1/4/2007,6/10/2021
916,SHE,Stock,CNY,8/30/2007,12/4/2017
917,SHE,Stock,CNY,1/4/2007,6/10/2021
918,SHE,Stock,CNY,5/13/2008,6/10/2021
919,SHE,Stock,CNY,1/4/2007,6/10/2021
920,SHE,Stock,CNY,1/4/2007,6/10/2021
921,SHE,Stock,CNY,8/30/2007,6/10/2021
922,SHE,Stock,CNY,1/9/2007,6/10/2021
923,SHE,Stock,CNY,1/8/2007,6/8/2021
925,SHE,Stock,CNY,4/11/2008,6/10/2021
926,SHE,Stock,CNY,1/4/2007,6/10/2021
927,SHE,Stock,CNY,8/30/2007,6/8/2021
928,SHE,Stock,CNY,1/4/2007,6/10/2021
929,SHE,Stock,CNY,8/30/2007,6/10/2021
930,SHE,Stock,CNY,8/30/2007,6/10/2021
931,SHE,Stock,CNY,8/30/2007,6/8/2021
932,SHE,Stock,CNY,1/4/2007,6/10/2021
933,SHE,Stock,CNY,1/4/2007,6/10/2021
935,SHE,Stock,CNY,1/4/2007,6/10/2021
936,SHE,Stock,CNY,1/4/2007,6/10/2021
937,SHE,Stock,CNY,1/4/2007,6/10/2021
938,SHE,Stock,CNY,1/4/2007,6/10/2021
939,SHE,Stock,CNY,8/30/2007,12/16/2020
948,SHE,Stock,CNY,1/4/2007,6/8/2021
949,SHE,Stock,CNY,1/4/2007,6/10/2021
950,SHE,Stock,CNY,8/30/2007,6/10/2021
951,SHE,Stock,CNY,8/30/2007,6/10/2021
952,SHE,Stock,CNY,1/4/2007,6/10/2021
953,SHE,Stock,CNY,8/30/2007,6/10/2021
955,SHE,Stock,CNY,8/30/2007,6/10/2021
956,SHE,Stock,CNY,,
957,SHE,Stock,CNY,8/30/2007,6/10/2021
958,SHE,Stock,CNY,8/30/2007,6/10/2021
959,SHE,Stock,CNY,8/30/2007,6/10/2021
960,SHE,Stock,CNY,8/30/2007,6/8/2021
961,SHE,Stock,CNY,1/4/2007,6/10/2021
962,SHE,Stock,CNY,8/30/2007,6/10/2021
963,SHE,Stock,CNY,1/4/2007,6/10/2021
965,SHE,Stock,CNY,1/5/2007,6/10/2021
966,SHE,Stock,CNY,1/4/2007,6/10/2021
967,SHE,Stock,CNY,1/1/2018,6/10/2021
968,SHE,Stock,CNY,8/30/2007,6/10/2021
969,SHE,Stock,CNY,8/30/2007,6/10/2021
970,SHE,Stock,CNY,1/4/2007,6/10/2021
971,SHE,Stock,CNY,9/7/2007,6/10/2021
972,SHE,Stock,CNY,8/30/2007,6/8/2021
973,SHE,Stock,CNY,1/4/2007,6/10/2021
975,SHE,Stock,CNY,8/30/2007,6/10/2021
976,SHE,Stock,CNY,9/17/2007,6/10/2021
977,SHE,Stock,CNY,1/4/2007,6/10/2021
978,SHE,Stock,CNY,1/4/2007,6/10/2021
979,SHE,Stock,CNY,2/14/2018,12/27/2018
980,SHE,Stock,CNY,8/30/2007,6/10/2021
981,SHE,Stock,CNY,8/30/2007,6/8/2021
982,SHE,Stock,CNY,8/30/2007,6/10/2021
983,SHE,Stock,CNY,1/4/2007,6/10/2021
985,SHE,Stock,CNY,1/4/2007,6/10/2021
987,SHE,Stock,CNY,8/30/2007,6/10/2021
988,SHE,Stock,CNY,1/4/2007,6/10/2021
989,SHE,Stock,CNY,1/4/2007,6/10/2021
990,SHE,Stock,CNY,1/4/2007,6/10/2021
991,SHE,Stock,CNY,,
993,SHE,Stock,CNY,8/30/2007,6/10/2021
995,SHE,Stock,CNY,8/30/2007,6/10/2021
996,SHE,Stock,CNY,8/30/2007,6/10/2021
997,SHE,Stock,CNY,8/30/2007,6/10/2021
998,SHE,Stock,CNY,8/30/2007,6/8/2021
999,SHE,Stock,CNY,1/4/2007,6/10/2021
1696,SHE,Stock,CNY,1/4/2007,6/10/2021
1872,SHE,Stock,CNY,8/31/2007,6/10/2021
1896,SHE,Stock,CNY,8/30/2007,6/10/2021
1914,SHE,Stock,CNY,8/31/2007,6/10/2021
1965,SHE,Stock,CNY,12/25/2017,6/10/2021
1979,SHE,Stock,CNY,12/30/2015,6/10/2021
2001,SHE,Stock,CNY,1/4/2007,6/10/2021
2002,SHE,Stock,CNY,1/4/2007,6/10/2021
2003,SHE,Stock,CNY,1/4/2007,6/10/2021
